SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
KISSIMMEE RIVER, 09/28/2022, 1100,   0.152, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1200,   0.174, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1300,   0.006, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1400,   0.001, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1500,   0.000, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1600,   0.000, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1700,   0.002, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1800,   0.025, H, NRT
KISSIMMEE RIVER, 09/28/2022, 1900,   0.018, H, NRT
KISSIMMEE RIVER, 09/28/2022, 2000,   0.038, H, NRT
KISSIMMEE RIVER, 09/28/2022, 2100,   0.041, H, NRT
KISSIMMEE RIVER, 09/28/2022, 2200,   0.072, H, NRT
KISSIMMEE RIVER, 09/28/2022, 2300,   0.090, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0000,   0.000, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0500,   0.002, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0600,   0.000, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0700,   0.002, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0800,   0.004, H, NRT
KISSIMMEE RIVER, 09/29/2022, 0900,   0.000, H, NRT
KITCHING CREEK, 09/28/2022, 0100,   0.100, H, NRT
KITCHING CREEK, 09/28/2022, 0200,   0.581, H, NRT
KITCHING CREEK, 09/28/2022, 0300,   0.019, H, NRT
KITCHING CREEK, 09/28/2022, 0400,   0.026, H, NRT
KITCHING CREEK, 09/28/2022, 0500,   0.620, H, NRT
KITCHING CREEK, 09/28/2022, 0600,   0.246, H, NRT
KITCHING CREEK, 09/28/2022, 0700,   0.087, H, NRT
KITCHING CREEK, 09/28/2022, 0800,   0.081, H, NRT
KITCHING CREEK, 09/28/2022, 0900,   0.007, H, NRT
KITCHING CREEK, 09/28/2022, 1000,   0.078, H, NRT
KITCHING CREEK, 09/28/2022, 1100,   0.009, H, NRT
KITCHING CREEK, 09/28/2022, 1300,   0.008, H, NRT
KITCHING CREEK, 09/28/2022, 1600,   0.006, H, NRT
L-28, 09/28/2022, 0000,   0.020, H, NRT
L-28, 09/28/2022, 0100,   0.030, H, NRT
L-28, 09/28/2022, 0800,   0.004, H, NRT
L-28, 09/28/2022, 0900,   0.044, H, NRT
L-28, 09/28/2022, 1000,   0.001, H, NRT
L-28, 09/28/2022, 1100,   0.026, H, NRT
L-28, 09/28/2022, 1200,   0.013, H, NRT
L-28, 09/28/2022, 1300,   0.018, H, NRT
L-28, 09/28/2022, 1700,   0.010, H, NRT
L-28, 09/28/2022, 1800,   0.005, H, NRT
L-28, 09/28/2022, 1900,   0.003, H, NRT
L-28, 09/28/2022, 2000,   0.000, H, NRT
L-28 GAP, 09/28/2022, 0000,   0.040, H, NRT
L-28 GAP, 09/28/2022, 0100,   0.012, H, NRT
L-28 GAP, 09/28/2022, 0600,   0.000, H, NRT
L-28 GAP, 09/28/2022, 0700,   0.002, H, NRT
L-28 GAP, 09/28/2022, 0800,   0.013, H, NRT
L-28 GAP, 09/28/2022, 0900,   0.124, H, NRT
L-28 GAP, 09/28/2022, 1000,   0.051, H, NRT
L-28 GAP, 09/28/2022, 1100,   0.021, H, NRT
L-28 GAP, 09/28/2022, 1200,   0.021, H, NRT
L-28 GAP, 09/28/2022, 1300,   0.026, H, NRT
L-28 GAP, 09/28/2022, 1600,   0.000, H, NRT
L-28 GAP, 09/28/2022, 1700,   0.014, H, NRT
L-28 GAP, 09/28/2022, 1800,   0.016, H, NRT
L-28 GAP, 09/28/2022, 1900,   0.005, H, NRT
L-28 GAP, 09/28/2022, 2000,   0.001, H, NRT
L-29 CC, 09/28/2022, 0000,   0.060, H, NRT
L-29 CC, 09/28/2022, 0100,   0.016, H, NRT
L-29 CC, 09/28/2022, 0400,   0.000, H, NRT
L-29 CC, 09/28/2022, 0500,   0.003, H, NRT
L-29 CC, 09/28/2022, 0800,   0.001, H, NRT
L-29 CC, 09/28/2022, 1000,   0.004, H, NRT
L-29 CC, 09/28/2022, 1100,   0.001, H, NRT
L-29 CC, 09/28/2022, 1200,   0.123, H, NRT
L-29 CC, 09/28/2022, 1400,   0.030, H, NRT
L-29 CC, 09/28/2022, 1500,   0.094, H, NRT
L-29 CC, 09/28/2022, 1800,   0.001, H, NRT
L-29 CC, 09/30/2022, 2200,   0.004, H, NRT
L-29 CC, 10/01/2022, 0300,   0.001, H, NRT
L-29 CC, 10/01/2022, 0500,   0.001, H, NRT
L-3 / L-4, 09/28/2022, 0000,   0.076, H, NRT
L-3 / L-4, 09/28/2022, 0100,   0.075, H, NRT
L-3 / L-4, 09/28/2022, 0400,   0.002, H, NRT
L-3 / L-4, 09/28/2022, 0900,   0.000, H, NRT
L-3 / L-4, 09/28/2022, 1000,   0.000, H, NRT
L-3 / L-4, 09/28/2022, 1100,   0.022, H, NRT
L-3 / L-4, 09/28/2022, 1200,   0.005, H, NRT
L-3 / L-4, 09/28/2022, 1300,   0.000, H, NRT
L-3 / L-4, 09/28/2022, 1700,   0.004, H, NRT
L-30 CC, 09/28/2022, 0000,   0.087, H, NRT
L-30 CC, 09/28/2022, 0100,   0.154, H, NRT
L-30 CC, 09/28/2022, 0200,   0.049, H, NRT
L-30 CC, 09/28/2022, 0500,   0.015, H, NRT
L-30 CC, 09/28/2022, 0600,   0.001, H, NRT
L-30 CC, 09/28/2022, 0800,   0.000, H, NRT
L-30 CC, 09/28/2022, 1000,   0.005, H, NRT
L-30 CC, 09/28/2022, 1100,   0.030, H, NRT
L-30 CC, 09/28/2022, 1200,   0.190, H, NRT
L-30 CC, 09/28/2022, 1300,   0.005, H, NRT
L-30 CC, 09/28/2022, 1400,   0.038, H, NRT
L-30 CC, 09/28/2022, 1500,   0.088, H, NRT
L-30 CC, 09/29/2022, 2100,   0.001, H, NRT
L-30 CC, 09/29/2022, 2200,   0.001, H, NRT
L-30 CC, 09/30/2022, 2100,   0.013, H, NRT
L-30 CC, 09/30/2022, 2200,   0.017, H, NRT
L-30 CC, 09/30/2022, 2300,   0.001, H, NRT
L-30 CC, 10/01/2022, 0000,   0.003, H, NRT
L-30 CC, 10/01/2022, 0100,   0.002, H, NRT
L-30 CC, 10/01/2022, 0200,   0.002, H, NRT
L-30 CC, 10/01/2022, 0300,   0.001, H, NRT
L-30 CC, 10/02/2022, 0600,   0.003, H, NRT
L-31N CC, 09/28/2022, 0000,   0.052, H, NRT
L-31N CC, 09/28/2022, 0100,   0.028, H, NRT
L-31N CC, 09/28/2022, 0200,   0.002, H, NRT
L-31N CC, 09/28/2022, 0400,   0.005, H, NRT
L-31N CC, 09/28/2022, 1000,   0.007, H, NRT
L-31N CC, 09/28/2022, 1200,   0.009, H, NRT
L-31N CC, 09/28/2022, 1500,   0.038, H, NRT
L-31NS, 09/28/2022, 0000,   0.007, H, NRT
L-31NS, 09/28/2022, 0100,   0.023, H, NRT
L-31NS, 09/28/2022, 0400,   0.009, H, NRT
L-31NS, 09/28/2022, 0500,   0.000, H, NRT
L-31NS, 09/28/2022, 0600,   0.001, H, NRT
L-31NS, 09/28/2022, 0800,   0.001, H, NRT
L-31NS, 09/28/2022, 1000,   0.006, H, NRT
L-31NS, 09/28/2022, 1200,   0.004, H, NRT
L-31NS, 09/28/2022, 1300,   0.002, H, NRT
L-31NS, 09/28/2022, 1500,   0.004, H, NRT
L-31NS, 09/28/2022, 2100,   0.002, H, NRT
L-33 CC, 09/28/2022, 0000,   0.022, H, NRT
L-33 CC, 09/28/2022, 0100,   0.570, H, NRT
L-33 CC, 09/28/2022, 0200,   0.461, H, NRT
L-33 CC, 09/28/2022, 0500,   0.002, H, NRT
L-33 CC, 09/28/2022, 0800,   0.001, H, NRT
L-33 CC, 09/28/2022, 1100,   0.026, H, NRT
L-33 CC, 09/28/2022, 1200,   0.042, H, NRT
L-33 CC, 09/28/2022, 1300,   0.000, H, NRT
L-33 CC, 09/28/2022, 1400,   0.013, H, NRT
L-33 CC, 09/28/2022, 1500,   0.240, H, NRT
L-33 CC, 09/29/2022, 2100,   0.016, H, NRT
L-33 CC, 09/29/2022, 2200,   0.012, H, NRT
L-33 CC, 09/30/2022, 2000,   0.010, H, NRT
L-33 CC, 09/30/2022, 2100,   0.034, H, NRT
L-33 CC, 09/30/2022, 2200,   0.000, H, NRT
L-33 CC, 10/01/2022, 0400,   0.009, H, NRT
L-33 CC, 10/01/2022, 0500,   0.001, H, NRT
L-33 CC, 10/02/2022, 0600,   0.000, H, NRT
L-37 CC, 09/28/2022, 0000,   0.048, H, NRT
L-37 CC, 09/28/2022, 0100,   0.686, H, NRT
L-37 CC, 09/28/2022, 0200,   0.471, H, NRT
L-37 CC, 09/28/2022, 0300,   0.012, H, NRT
L-37 CC, 09/28/2022, 0900,   0.002, H, NRT
L-37 CC, 09/28/2022, 1100,   0.064, H, NRT
L-37 CC, 09/28/2022, 1400,   0.014, H, NRT
L-37 CC, 09/28/2022, 1500,   0.173, H, NRT
L-37 CC, 09/30/2022, 2000,   0.020, H, NRT
L-37 CC, 09/30/2022, 2100,   0.021, H, NRT
L-48, 09/28/2022, 0000,   0.052, H, NRT
L-48, 09/28/2022, 0100,   0.087, H, NRT
L-48, 09/28/2022, 0200,   0.256, H, NRT
L-48, 09/28/2022, 0300,   0.342, H, NRT
L-48, 09/28/2022, 0400,   0.220, H, NRT
L-48, 09/28/2022, 0500,   0.058, H, NRT
L-48, 09/28/2022, 0700,   0.023, H, NRT
L-48, 09/28/2022, 1000,   0.020, H, NRT
L-48, 09/28/2022, 1100,   0.058, H, NRT
L-48, 09/29/2022, 0500,   0.001, H, NRT
L-49, 09/28/2022, 0000,   0.044, H, NRT
L-49, 09/28/2022, 0100,   0.252, H, NRT
L-49, 09/28/2022, 0200,   0.428, H, NRT
L-49, 09/28/2022, 0300,   0.273, H, NRT
L-49, 09/28/2022, 0400,   0.250, H, NRT
L-49, 09/28/2022, 0500,   0.001, H, NRT
L-49, 09/28/2022, 0900,   0.001, H, NRT
L-49, 09/28/2022, 1000,   0.058, H, NRT
L-49, 09/28/2022, 1100,   0.004, H, NRT
L-59E, 09/28/2022, 0000,   0.047, H, NRT
L-59E, 09/28/2022, 0100,   0.066, H, NRT
L-59E, 09/28/2022, 0200,   0.204, H, NRT
L-59E, 09/28/2022, 0300,   0.227, H, NRT
L-59E, 09/28/2022, 0400,   0.248, H, NRT
L-59E, 09/28/2022, 0500,   0.038, H, NRT
L-59E, 09/28/2022, 0600,   0.011, H, NRT
L-59E, 09/28/2022, 0700,   0.044, H, NRT
L-59E, 09/28/2022, 1000,   0.024, H, NRT
L-59E, 09/28/2022, 1100,   0.118, H, NRT
L-59W, 09/28/2022, 0000,   0.049, H, NRT
L-59W, 09/28/2022, 0100,   0.102, H, NRT
L-59W, 09/28/2022, 0200,   0.337, H, NRT
L-59W, 09/28/2022, 0300,   0.303, H, NRT
L-59W, 09/28/2022, 0400,   0.162, H, NRT
L-59W, 09/28/2022, 0500,   0.036, H, NRT
L-59W, 09/28/2022, 0600,   0.005, H, NRT
L-59W, 09/28/2022, 0700,   0.030, H, NRT
L-59W, 09/28/2022, 1000,   0.034, H, NRT
L-59W, 09/28/2022, 1100,   0.021, H, NRT
L-60E, 09/28/2022, 0000,   0.046, H, NRT
L-60E, 09/28/2022, 0100,   0.197, H, NRT
L-60E, 09/28/2022, 0200,   0.436, H, NRT
L-60E, 09/28/2022, 0300,   0.310, H, NRT
L-60E, 09/28/2022, 0400,   0.522, H, NRT
L-60E, 09/28/2022, 0500,   0.000, H, NRT
L-60E, 09/28/2022, 0700,   0.000, H, NRT
L-60E, 09/28/2022, 1000,   0.080, H, NRT
L-60E, 09/28/2022, 1100,   0.008, H, NRT
L-60W, 09/28/2022, 0000,   0.041, H, NRT
L-60W, 09/28/2022, 0100,   0.246, H, NRT
L-60W, 09/28/2022, 0200,   0.476, H, NRT
L-60W, 09/28/2022, 0300,   0.228, H, NRT
L-60W, 09/28/2022, 0400,   0.254, H, NRT
L-60W, 09/28/2022, 1000,   0.090, H, NRT
L-60W, 09/28/2022, 1100,   0.003, H, NRT
L-8, 09/28/2022, 0000,   0.036, H, NRT
L-8, 09/28/2022, 0100,   0.140, H, NRT
L-8, 09/28/2022, 0200,   0.021, H, NRT
L-8, 09/28/2022, 0300,   0.457, H, NRT
L-8, 09/28/2022, 0400,   0.204, H, NRT
L-8, 09/28/2022, 0500,   0.585, H, NRT
L-8, 09/28/2022, 0600,   0.086, H, NRT
L-8, 09/28/2022, 0700,   0.032, H, NRT
L-8, 09/28/2022, 0900,   0.033, H, NRT
L-8, 09/28/2022, 1000,   0.000, H, NRT
L-8, 09/28/2022, 1100,   0.010, H, NRT
L-8, 09/28/2022, 1200,   0.050, H, NRT
L-8, 09/28/2022, 1300,   0.011, H, NRT
L-8, 09/28/2022, 1400,   0.004, H, NRT
L-8, 09/28/2022, 1500,   0.002, H, NRT
L-8, 09/28/2022, 1600,   0.001, H, NRT
L8 FEB, 09/28/2022, 0000,   0.010, H, NRT
L8 FEB, 09/28/2022, 0100,   0.105, H, NRT
L8 FEB, 09/28/2022, 0200,   0.010, H, NRT
L8 FEB, 09/28/2022, 0300,   0.413, H, NRT
L8 FEB, 09/28/2022, 0400,   0.122, H, NRT
L8 FEB, 09/28/2022, 0500,   0.387, H, NRT
L8 FEB, 09/28/2022, 0700,   0.054, H, NRT
L8 FEB, 09/28/2022, 0900,   0.009, H, NRT
L8 FEB, 09/28/2022, 1200,   0.008, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0000,   0.067, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0100,   0.018, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0200,   0.088, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0300,   0.212, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0400,   0.166, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0500,   0.209, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0600,   0.174, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0700,   0.087, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0800,   0.153, H, NRT
LAKE ARBUCKLE, 09/28/2022, 0900,   0.071, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1000,   0.091, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1100,   0.377, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1200,   0.191, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1300,   0.045, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1400,   0.014, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1500,   0.075, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1600,   0.688, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1700,   0.699, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1800,   0.734, H, NRT
LAKE ARBUCKLE, 09/28/2022, 1900,   1.164, H, NRT
LAKE ARBUCKLE, 09/28/2022, 2000,   1.051, H, NRT
LAKE ARBUCKLE, 09/28/2022, 2100,   0.906, H, NRT
LAKE ARBUCKLE, 09/28/2022, 2200,   0.496, H, NRT
LAKE ARBUCKLE, 09/28/2022, 2300,   0.148, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0000,   0.042, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0100,   0.005, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0400,   0.016, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0500,   0.031, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0600,   0.015, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0700,   0.028, H, NRT
LAKE ARBUCKLE, 09/29/2022, 0800,   0.018, H, NRT
LAKE ARBUCKLE, 10/01/2022, 0100,   0.003, H, NRT
LAKE CONLIN, 09/28/2022, 0000,   0.020, H, NRT
LAKE CONLIN, 09/28/2022, 0100,   0.267, H, NRT
LAKE CONLIN, 09/28/2022, 0200,   0.148, H, NRT
LAKE CONLIN, 09/28/2022, 0300,   0.133, H, NRT
LAKE CONLIN, 09/28/2022, 0400,   0.134, H, NRT
LAKE CONLIN, 09/28/2022, 0500,   0.287, H, NRT
LAKE CONLIN, 09/28/2022, 0600,   0.111, H, NRT
LAKE CONLIN, 09/28/2022, 0700,   0.132, H, NRT
LAKE CONLIN, 09/28/2022, 0800,   0.081, H, NRT
LAKE CONLIN, 09/28/2022, 0900,   0.073, H, NRT
LAKE CONLIN, 09/28/2022, 1000,   0.130, H, NRT
LAKE CONLIN, 09/28/2022, 1100,   0.005, H, NRT
LAKE CONLIN, 09/28/2022, 1200,   0.008, H, NRT
LAKE CONLIN, 09/28/2022, 1300,   0.047, H, NRT
LAKE CONLIN, 09/28/2022, 1400,   2.807, H, NRT
LAKE CONLIN, 09/28/2022, 1500,   1.115, H, NRT
LAKE CONLIN, 09/28/2022, 1600,   0.000, H, NRT
LAKE CONLIN, 09/28/2022, 1800,   0.019, H, NRT
LAKE CONLIN, 09/28/2022, 1900,   0.088, H, NRT
LAKE CONLIN, 09/28/2022, 2000,   0.298, H, NRT
LAKE CONLIN, 09/28/2022, 2100,   0.537, H, NRT
LAKE CONLIN, 09/28/2022, 2200,   0.420, H, NRT
LAKE CONLIN, 09/28/2022, 2300,   1.749, H, NRT
LAKE CONLIN, 09/29/2022, 0000,   1.600, H, NRT
LAKE CONLIN, 09/29/2022, 0100,   0.760, H, NRT
LAKE CONLIN, 09/29/2022, 0200,   0.194, H, NRT
LAKE CONLIN, 09/29/2022, 0300,   0.075, H, NRT
LAKE CONLIN, 09/29/2022, 0400,   0.002, H, NRT
LAKE CONLIN, 09/29/2022, 1000,   0.000, H, NRT
LAKE CONLIN, 09/29/2022, 1100,   0.019, H, NRT
LAKE CONLIN, 09/29/2022, 1200,   0.169, H, NRT
LAKE CONLIN, 09/29/2022, 1300,   0.000, H, NRT
LAKE CONLIN, 09/29/2022, 1400,   0.003, H, NRT
LAKE CYPRESS, 09/28/2022, 0000,   0.016, H, NRT
LAKE CYPRESS, 09/28/2022, 0100,   0.133, H, NRT
LAKE CYPRESS, 09/28/2022, 0200,   0.047, H, NRT
LAKE CYPRESS, 09/28/2022, 0300,   0.159, H, NRT
LAKE CYPRESS, 09/28/2022, 0400,   0.175, H, NRT
LAKE CYPRESS, 09/28/2022, 0500,   0.171, H, NRT
LAKE CYPRESS, 09/28/2022, 0600,   0.166, H, NRT
LAKE CYPRESS, 09/28/2022, 0700,   0.276, H, NRT
LAKE CYPRESS, 09/28/2022, 0800,   0.261, H, NRT
LAKE CYPRESS, 09/28/2022, 0900,   0.086, H, NRT
LAKE CYPRESS, 09/28/2022, 1000,   0.032, H, NRT
LAKE CYPRESS, 09/28/2022, 1200,   0.027, H, NRT
LAKE CYPRESS, 09/28/2022, 1300,   0.053, H, NRT
LAKE CYPRESS, 09/28/2022, 1400,   0.058, H, NRT
LAKE CYPRESS, 09/28/2022, 1500,   0.082, H, NRT
LAKE CYPRESS, 09/28/2022, 1600,   0.000, H, NRT
LAKE CYPRESS, 09/28/2022, 1700,   0.006, H, NRT
LAKE CYPRESS, 09/28/2022, 1800,   0.290, H, NRT
LAKE CYPRESS, 09/28/2022, 1900,   0.382, H, NRT
LAKE CYPRESS, 09/28/2022, 2000,   0.527, H, NRT
LAKE CYPRESS, 09/28/2022, 2100,   0.988, H, NRT
LAKE CYPRESS, 09/28/2022, 2200,   0.897, H, NRT
LAKE CYPRESS, 09/28/2022, 2300,   1.457, H, NRT
LAKE CYPRESS, 09/29/2022, 0000,   0.127, H, NRT
LAKE CYPRESS, 09/29/2022, 0100,   0.307, H, NRT
LAKE CYPRESS, 09/29/2022, 0200,   0.114, H, NRT
LAKE CYPRESS, 09/29/2022, 0300,   0.001, H, NRT
LAKE CYPRESS, 09/29/2022, 0600,   0.000, H, NRT
LAKE CYPRESS, 09/29/2022, 0700,   0.006, H, NRT
LAKE CYPRESS, 09/29/2022, 0800,   0.086, H, NRT
LAKE CYPRESS, 09/29/2022, 0900,   0.055, H, NRT
LAKE CYPRESS, 09/29/2022, 1000,   0.024, H, NRT
LAKE CYPRESS, 09/29/2022, 1100,   0.013, H, NRT
LAKE CYPRESS, 10/01/2022, 0100,   0.000, H, NRT
LAKE GENTRY, 09/28/2022, 0000,   0.009, H, NRT
LAKE GENTRY, 09/28/2022, 0100,   0.211, H, NRT
LAKE GENTRY, 09/28/2022, 0200,   0.076, H, NRT
LAKE GENTRY, 09/28/2022, 0300,   0.136, H, NRT
LAKE GENTRY, 09/28/2022, 0400,   0.141, H, NRT
LAKE GENTRY, 09/28/2022, 0500,   0.261, H, NRT
LAKE GENTRY, 09/28/2022, 0600,   0.169, H, NRT
LAKE GENTRY, 09/28/2022, 0700,   0.182, H, NRT
LAKE GENTRY, 09/28/2022, 0800,   0.091, H, NRT
LAKE GENTRY, 09/28/2022, 0900,   0.078, H, NRT
LAKE GENTRY, 09/28/2022, 1000,   0.098, H, NRT
LAKE GENTRY, 09/28/2022, 1200,   0.012, H, NRT
LAKE GENTRY, 09/28/2022, 1300,   0.026, H, NRT
LAKE GENTRY, 09/28/2022, 1400,   1.267, H, NRT
LAKE GENTRY, 09/28/2022, 1500,   0.312, H, NRT
LAKE GENTRY, 09/28/2022, 1600,   0.001, H, NRT
LAKE GENTRY, 09/28/2022, 1800,   0.034, H, NRT
LAKE GENTRY, 09/28/2022, 1900,   0.223, H, NRT
LAKE GENTRY, 09/28/2022, 2000,   0.669, H, NRT
LAKE GENTRY, 09/28/2022, 2100,   0.453, H, NRT
LAKE GENTRY, 09/28/2022, 2200,   0.866, H, NRT
LAKE GENTRY, 09/28/2022, 2300,   1.847, H, NRT
LAKE GENTRY, 09/29/2022, 0000,   1.017, H, NRT
LAKE GENTRY, 09/29/2022, 0100,   0.421, H, NRT
LAKE GENTRY, 09/29/2022, 0200,   0.109, H, NRT
LAKE GENTRY, 09/29/2022, 0300,   0.016, H, NRT
LAKE GENTRY, 09/29/2022, 0700,   0.000, H, NRT
LAKE GENTRY, 09/29/2022, 0900,   0.003, H, NRT
LAKE GENTRY, 09/29/2022, 1000,   0.013, H, NRT
LAKE GENTRY, 09/29/2022, 1100,   0.038, H, NRT
LAKE GENTRY, 09/29/2022, 1200,   0.062, H, NRT
LAKE GENTRY, 09/29/2022, 1400,   0.004, H, NRT
LAKE GENTRY, 09/30/2022, 2100,   0.001, H, NRT
LAKE GENTRY, 09/30/2022, 2200,   0.000, H, NRT
LAKE HART, 09/28/2022, 0000,   0.000, H, NRT
LAKE HART, 09/28/2022, 0100,   0.010, H, NRT
LAKE HART, 09/28/2022, 0200,   0.030, H, NRT
LAKE HART, 09/28/2022, 0300,   0.047, H, NRT
LAKE HART, 09/28/2022, 0400,   0.107, H, NRT
LAKE HART, 09/28/2022, 0500,   0.196, H, NRT
LAKE HART, 09/28/2022, 0600,   0.098, H, NRT
LAKE HART, 09/28/2022, 0700,   0.069, H, NRT
LAKE HART, 09/28/2022, 0800,   0.090, H, NRT
LAKE HART, 09/28/2022, 0900,   0.062, H, NRT
LAKE HART, 09/28/2022, 1000,   0.085, H, NRT
LAKE HART, 09/28/2022, 1100,   0.019, H, NRT
LAKE HART, 09/28/2022, 1200,   0.005, H, NRT
LAKE HART, 09/28/2022, 1300,   0.274, H, NRT
LAKE HART, 09/28/2022, 1400,   0.770, H, NRT
LAKE HART, 09/28/2022, 1500,   1.632, H, NRT
LAKE HART, 09/28/2022, 1600,   0.293, H, NRT
LAKE HART, 09/28/2022, 1700,   0.061, H, NRT
LAKE HART, 09/28/2022, 1800,   0.075, H, NRT
LAKE HART, 09/28/2022, 1900,   1.311, H, NRT
LAKE HART, 09/28/2022, 2000,   0.592, H, NRT
LAKE HART, 09/28/2022, 2100,   0.891, H, NRT
LAKE HART, 09/28/2022, 2200,   0.971, H, NRT
LAKE HART, 09/28/2022, 2300,   1.022, H, NRT
LAKE HART, 09/29/2022, 0000,   1.400, H, NRT
LAKE HART, 09/29/2022, 0100,   1.221, H, NRT
LAKE HART, 09/29/2022, 0200,   0.264, H, NRT
LAKE HART, 09/29/2022, 0300,   0.169, H, NRT
LAKE HART, 09/29/2022, 0400,   0.081, H, NRT
LAKE HART, 09/29/2022, 0500,   0.010, H, NRT
LAKE HART, 09/29/2022, 0700,   0.013, H, NRT
LAKE HART, 09/29/2022, 0800,   0.003, H, NRT
LAKE HART, 09/29/2022, 0900,   0.001, H, NRT
LAKE HART, 09/29/2022, 1000,   0.054, H, NRT
LAKE HART, 09/29/2022, 1100,   0.098, H, NRT
LAKE HART, 09/29/2022, 1200,   0.125, H, NRT
LAKE HART, 09/29/2022, 1300,   0.004, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0000,   0.035, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0100,   0.068, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0200,   0.035, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0300,   0.186, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0400,   0.163, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0500,   0.176, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0600,   0.118, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0700,   0.111, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0800,   0.252, H, NRT
LAKE HATCHINEHA, 09/28/2022, 0900,   0.097, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1000,   0.015, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1100,   0.016, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1200,   0.110, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1300,   0.245, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1400,   0.030, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1500,   0.001, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1600,   0.000, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1700,   0.058, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1800,   0.312, H, NRT
LAKE HATCHINEHA, 09/28/2022, 1900,   0.679, H, NRT
LAKE HATCHINEHA, 09/28/2022, 2000,   0.428, H, NRT
LAKE HATCHINEHA, 09/28/2022, 2100,   1.063, H, NRT
LAKE HATCHINEHA, 09/28/2022, 2200,   0.936, H, NRT
LAKE HATCHINEHA, 09/28/2022, 2300,   1.100, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0000,   0.126, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0100,   0.308, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0200,   0.106, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0500,   0.000, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0600,   0.008, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0700,   0.044, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0800,   0.397, H, NRT
LAKE HATCHINEHA, 09/29/2022, 0900,   0.017, H, NRT
LAKE HATCHINEHA, 09/29/2022, 1000,   0.002, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0000,   0.030, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0100,   0.074, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0200,   0.190, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0300,   0.220, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0400,   0.316, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0500,   0.096, H, NRT
